BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,Distance,PRICE_BY_SQFT,Borough,House_Type
Brokered by COMPASS,Condo for sale,4250000,3,4.0,2054.0,255 E 74th St Apt 16C,"Manhattan, NY 10021","255 E 74th St Apt 16CManhattan, NY 10021",New York County,New York,Manhattan,East 74th Street,Casa 74,"Casa 74, 255 E 74th St #16c, New York, NY 10021, USA",40.7704759,-73.9574549,2.989832737261793,2069.1333982473225,,Condo
Brokered by Elegran Real Estate And Development,Townhouse for sale,2500000,3,4.0,2201.0,240 E 29th St,"New York, NY 10016","240 E 29th StNew York, NY 10016",United States,New York,New York County,New York,East 29th Street,"240 E 29th St, New York, NY 10016, USA",40.741725,-73.9786641,2.399544005400526,1135.8473421172193,,Townhouse
Brokered by 5 Boro Realty Corp,Multi-family home for sale,850000,3,2.3738608579684373,1600.0,3836 Laurel Ave,"Brooklyn, NY 11224","3836 Laurel AveBrooklyn, NY 11224",United States,New York,Kings County,Brooklyn,Laurel Avenue,"3836 Laurel Ave, Brooklyn, NY 11224, USA",40.5776897,-74.0072206,11.21934404222935,531.25,,Multi-family
Brokered by Elite Real Estate Group 1 Llc,House for sale,1350000,4,2.0,2948.0,1932 Narragansett Ave,"Bronx, NY 10461","1932 Narragansett AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Narragansett Avenue,"1932 Narragansett Ave, Bronx, NY 10461, USA",40.8548137,-73.8500157,9.67064781398583,457.93758480325647,,House
"Brokered by Robert DeFalco Realty, Inc.",House for sale,929000,5,2.3738608579684373,2200.0,314 Montreal Ave,"Staten Island, NY 10306","314 Montreal AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Montreal Avenue,"314 Montreal Ave, Staten Island, NY 10306, USA",40.5592121,-74.1263587,15.512452133878375,422.27272727272725,Staten Island,House
Brokered by EXIT HOME KEY REALTY,Townhouse for sale,549990,3,2.0,2184.207862,216 Hett Ave,"Staten Island, NY 10306","216 Hett AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Hett Avenue,"216 Hett Ave, Staten Island, NY 10306, USA",40.5610279,-74.1050355,14.714844649896598,251.80295775347776,Staten Island,Townhouse
Brokered by Berkshire Hathaway,Multi-family home for sale,1550000,6,6.0,2184.207862,4409 Atlantic Ave,"Brooklyn, NY 11224","4409 Atlantic AveBrooklyn, NY 11224",United States,New York,Kings County,Brooklyn,Atlantic Avenue,"4409 Atlantic Ave, Brooklyn, NY 11224, USA",40.5757051,-74.0098832,11.395757679031025,709.6394198401616,,Multi-family
Brokered by COMPASS,Co-op for sale,265000,1,1.0,2184.207862,1777 Madison Ave Apt 32,"Manhattan, NY 10035","1777 Madison Ave Apt 32Manhattan, NY 10035",New York,New York County,New York,Manhattan,1777,"1777 Madison Ave Apt 32, New York, NY 10035, USA",40.8003865,-73.9443376,4.84458351405208,121.32544919847925,,Co-op
Brokered by Milgram Brokerage,House for sale,879000,4,2.3738608579684373,1630.0,164-47 73rd Ave,"Fresh Meadows, NY 11366","164-47 73rd AveFresh Meadows, NY 11366",United States,New York,Queens County,Queens,73rd Avenue,"164-47 73rd Ave, Flushing, NY 11366, USA",40.7282179,-73.8032584,6.912566642788492,539.2638036809816,,House
Brokered by Douglas Elliman - 575 Madison Ave,Townhouse for sale,7500000,4,2.0,4250.0,167 E 80th St,"New York, NY 10075","167 E 80th StNew York, NY 10075",United States,New York,New York County,New York,East 80th Street,"167 E 80th St, New York, NY 10075, USA",40.77551,-73.957627,3.3162001048251732,1764.7058823529412,,Townhouse
Brokered by Floral Homes Inc,Co-op for sale,325000,2,1.0,2184.207862,268-25 82nd Ave Unit 279B,"New Hyde Park, NY 11040","268-25 82nd Ave Unit 279BNew Hyde Park, NY 11040",New York,Queens County,Queens,Floral Park,26825,"26825 82nd Ave # 279b, Queens, NY 11040, USA",40.7427699,-73.70245,12.216454298966605,148.79536222455002,,Co-op
Brokered by Jamie & Connie Real Estate Grp,House for sale,755000,2,2.0,2184.207862,202-24 45th Rd,"Bayside, NY 11361","202-24 45th RdBayside, NY 11361",United States,New York,Queens County,Queens,45th Road,"202-24 45th Rd, Flushing, NY 11361, USA",40.7565607,-73.7796734,8.338807113115642,345.6630722447239,,House
Brokered by TREBACH REALTY INC,Co-op for sale,325000,2,2.0,2184.207862,3875 Waldo Ave Apt 2E,"Bronx, NY 10463","3875 Waldo Ave Apt 2EBronx, NY 10463",New York,Bronx County,The Bronx,Fieldston,3875,"3875 Waldo Ave #2e, Bronx, NY 10463, USA",40.8890553,-73.9033819,11.073697924377878,148.79536222455002,,Co-op
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,1395000,2,1.0,2184.207862,258 Broadway Apt 3D,"New York, NY 10007","258 Broadway Apt 3DNew York, NY 10007",New York,New York County,New York,Manhattan,258,"258 Broadway #3d, New York, NY 10007, USA",40.7134524,-74.0070904,3.944711084642794,638.6754778561454,,Co-op
"Brokered by Robert DeFalco Realty, Inc.",House for sale,649000,3,2.0,980.0,1056 Arden Ave,"Staten Island, NY 10312","1056 Arden AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Arden Avenue,"1056 Arden Ave, Staten Island, NY 10312, USA",40.5434215,-74.174846,18.030681585190546,662.2448979591836,Staten Island,House
Brokered by RE MAX Central,House for sale,499999,2,1.0,800.0,118 Cannon Ave,"Staten Island, NY 10314","118 Cannon AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Cannon Avenue,"118 Cannon Ave, Staten Island, NY 10314, USA",40.594453,-74.1889609,16.28920887088463,624.99875,,House
Brokered by RE MAX Elite,Multi-family home for sale,999998,4,4.0,2720.0,220 Nome Ave,"Staten Island, NY 10314","220 Nome AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Nome Avenue,"220 Nome Ave, Staten Island, NY 10314, USA",40.5862681,-74.1585168,15.376095437565755,367.64632352941175,,Multi-family
Brokered by Coldwell Banker American Homes,Multi-family home for sale,1358000,6,3.0,2184.207862,1016 Putnam Ave,"Bedford Stuyvesant, NY 11221","1016 Putnam AveBedford Stuyvesant, NY 11221",United States,New York,Kings County,Brooklyn,Putnam Avenue,"1016 Putnam Ave, Brooklyn, NY 11221, USA",40.6871306,-73.9215141,3.089014012029512,621.7356981567352,Brooklyn,Multi-family
Brokered by TREBACH REALTY INC,House for sale,1650000,5,4.0,2184.207862,617 W 227th St,"Bronx, NY 10463","617 W 227th StBronx, NY 10463",United States,New York,Bronx County,The Bronx,West 227th Street,"617 W 227th St, Bronx, NY 10463, USA",40.8806865,-73.9157055,10.419617096781016,755.4226082169463,,House
Brokered by Keller Williams NYC,Co-op for sale,680000,1,1.0,2184.207862,299 Henry St Unit D1,"Brooklyn, NY 11201","299 Henry St Unit D1Brooklyn, NY 11201",New York,Kings County,Brooklyn,Brooklyn Heights,299,"299 Henry St d1, Brooklyn, NY 11201, USA",40.6915357,-73.9956516,4.159220154629876,311.32568096213544,Brooklyn,Co-op
Brokered by RE MAX Edge,Co-op for sale,258888,1,1.0,650.0,9031 Fort Hamilton Pkwy Apt 6C,"Brooklyn, NY 11209","9031 Fort Hamilton Pkwy Apt 6CBrooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,9031,"9031 Fort Hamilton Pkwy #6c, Brooklyn, NY 11209, USA",40.617279,-74.0267532,9.182226138463955,398.28923076923076,,Co-op
Brokered by Keller Williams Realty Greater Nassau,Townhouse for sale,660000,3,2.3738608579684373,1283.0,1761 Tenbroeck Ave,"Bronx, NY 10461","1761 Tenbroeck AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Tenbroeck Avenue,"1761 Tenbroeck Ave, Bronx, NY 10461, USA",40.851494,-73.8492232,9.487338105904303,514.419329696025,,Townhouse
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,300000,1,1.0,2184.207862,315 E 77th St Apt 4D,"New York, NY 10075","315 E 77th St Apt 4DNew York, NY 10075",New York,New York County,New York,Manhattan,315,"315 E 77th St #4d, New York, NY 10075, USA",40.7719231,-73.955157,3.038866578578829,137.34956513035388,,Co-op
Brokered by Red Door Realty Group,Townhouse for sale,318888,2,2.0,1270.0,42 Post Ln,"Staten Island, NY 10303","42 Post LnStaten Island, NY 10303",United States,New York,Richmond County,Staten Island,Post Lane,"42 Post Ln, Staten Island, NY 10303, USA",40.6384591,-74.1646633,13.602624240089852,251.09291338582676,,Townhouse
Brokered by COMPASS,Co-op for sale,330000,1,2.0,2184.207862,303 E 57th St Apt 19B,"Manhattan, NY 10022","303 E 57th St Apt 19BManhattan, NY 10022",New York,New York County,New York,Manhattan,303,"303 E 57th St #19b, New York, NY 10022, USA",40.7595774,-73.964779,2.5291442835472107,151.08452164338925,,Co-op
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,747000,11,1.0,747.0,400 Central Park W Apt 8H,"New York, NY 10025","400 Central Park W Apt 8HNew York, NY 10025",New York,New York County,New York,Manhattan,400,"400 Central Park W #8h, New York, NY 10025, USA",40.7942099,-73.9636725,4.639429107453465,1000.0,,Condo
Brokered by KELLER WILLIAMS REALTY LANDMARK II,House for sale,699000,2,2.0,2184.207862,78-18 74th St,"Glendale, NY 11385","78-18 74th StGlendale, NY 11385",United States,New York,Queens County,Queens,74th Street,"78-18 74th St, Flushing, NY 11385, USA",40.7037872,-73.8752532,3.647478148592899,320.0244867537245,Brooklyn,House
Brokered by COMPASS,Co-op for sale,875000,1,1.0,2184.207862,15 W 72nd St Apt 5T,"Manhattan, NY 10023","15 W 72nd St Apt 5TManhattan, NY 10023",New York,New York County,New York,Manhattan,15,"15 W 72nd St #5b, New York, NY 10023, USA",40.7769649,-73.9769247,3.8753055335167117,400.6028982968654,,Co-op
Brokered by COMPASS,Co-op for sale,385000,2,2.0,1100.0,640 W 231st St Apt 7C,"Bronx, NY 10463","640 W 231st St Apt 7CBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,640,"640 W 231st St #7c, Bronx, NY 10463, USA",40.8827696,-73.9148245,10.567417492824097,350.0,,Co-op
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,985000,3,2.0,2184.207862,84-12 35th Ave Unit 4C,"Queens, NY 11372","84-12 35th Ave Unit 4CQueens, NY 11372",Queens County,Queens,Jackson Heights,35th Avenue,The Belvedere,"The Belvedere, 84-12 35th Ave #4c, Jackson Heights, NY 11372, USA",40.7518439,-73.8822788,3.136874621958945,450.96440551132855,,Co-op
Brokered by Belle Harbor Realty,Co-op for sale,349000,1,1.0,1017.0,13811 Beach Channel Dr Unit 8C,"Brooklyn, NY 11694","13811 Beach Channel Dr Unit 8CBrooklyn, NY 11694",New York,Queens County,Queens,Rockaway Park,13811,"13811 Beach Channel Dr #8c, Rockaway Park, NY 11694, USA",40.5781687,-73.8586706,11.27164294541909,343.1661750245821,,Co-op
Brokered by Coldwell Banker Warburg,Townhouse for sale,5950000,4,4.0,2184.207862,422 E 84th St,"New York, NY 10028","422 E 84th StNew York, NY 10028",United States,New York,New York County,New York,East 84th Street,"422 E 84th St, New York, NY 10028, USA",40.7750765,-73.9495633,3.162492769015159,2724.099708418685,,Townhouse
Brokered by EXIT REALTY ONE,House for sale,968000,3,2.0,1344.0,61-23 Booth St,"Rego Park, NY 11374","61-23 Booth StRego Park, NY 11374",United States,New York,Queens County,Queens,Booth Street,"61-23 Booth St, Flushing, NY 11374, USA",40.7309404,-73.8683812,3.500798653503158,720.2380952380952,,House
Brokered by RE MAX 1st Choice,Condo for sale,569000,2,2.0,2184.207862,64-34 Grand Central Pkwy Unit 2A,"Forest Hills, NY 11375","64-34 Grand Central Pkwy Unit 2AForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,64-34,"64-34 Grand Central Pkwy #2a, Forest Hills, NY 11375, USA",40.7332174,-73.8448704,4.735059391462602,260.5063418639045,Brooklyn,Condo
Brokered by Robert Defalco Realty Inc.,Condo for sale,238000,1,1.0,650.0,20 Cliff St Apt 8F,"Staten Island, NY 10305","20 Cliff St Apt 8FStaten Island, NY 10305",New York,Richmond County,Staten Island,Shore Acres,20,"20 Cliff St #8f, Staten Island, NY 10305, USA",40.6109595,-74.060351,10.551402348178916,366.15384615384613,Staten Island,Condo
Brokered by Douglas Elliman - Roslyn,Multi-family home for sale,1200000,6,6.0,5712.0,71-12 66th St,"Glendale, NY 11385","71-12 66th StGlendale, NY 11385",United States,New York,Queens County,Queens,66th Street,"71-12 66th St, Flushing, NY 11385, USA",40.7023326,-73.8891107,3.107059004237257,210.08403361344537,Brooklyn,Multi-family
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,4995000,4,3.0,2184.207862,255 W 90th St Apt 9C,"New York, NY 10024","255 W 90th St Apt 9CNew York, NY 10024",New York,New York County,New York,Manhattan,255,"255 W 90th St #9c, New York, NY 10024, USA",40.7910972,-73.9748583,4.665321299048194,2286.870259420392,,Co-op
Brokered by REALHome Services & Solutions,House for sale,911600,3,2.0,1596.0,32-26 Parsons Blvd,"Flushing, NY 11354","32-26 Parsons BlvdFlushing, NY 11354",United States,New York,Queens County,Queens,Parsons Boulevard,"32-26 Parsons Blvd, Flushing, NY 11354, USA",40.7685072,-73.8246067,6.355522619226013,571.1779448621554,,House
Brokered by Howard Hanna | Rand Realty,House for sale,598000,3,2.0,1144.0,3088 Heath Ave,"Bronx, NY 10463","3088 Heath AveBronx, NY 10463",United States,New York,Bronx County,The Bronx,Heath Avenue,"3088 Heath Ave, Bronx, NY 10463, USA",40.87796,-73.9011666,10.335818990319858,522.7272727272727,,House
Brokered by Keller Williams Legendary,Condo for sale,472000,1,1.0,700.0,85-28 Grand Ave Unit 4C,"Elmhurst, NY 11373","85-28 Grand Ave Unit 4CElmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,85-28,"85-28 Grand Ave #4c, Elmhurst, NY 11373, USA",40.73531,-73.8812513,2.8453658282984597,674.2857142857143,,Condo
Brokered by Fillmore Real Estate,House for sale,549000,1,2.0,2184.207862,133-38 130th St,"South Ozone Park, NY 11420","133-38 130th StSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,130th Street,"133-38 130th St, Jamaica, NY 11420, USA",40.669243,-73.809973,7.812633932434916,251.34970418854758,,House
Brokered by Joanne Costa Realty,Multi-family home for sale,3995000,3,2.3738608579684373,12200.0,639 Tompkins Ave,"Staten Island, NY 10305","639 Tompkins AveStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,Tompkins Avenue,"639 Tompkins Ave., Staten Island, NY 10305, USA",40.6107278,-74.0701607,10.890480559897302,327.4590163934426,Staten Island,Multi-family
Brokered by RE MAX Edge,House for sale,1085000,5,3.0,1200.0,1625 71st St,"Brooklyn, NY 11204","1625 71st StBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,71st Street,"1625 71st St, Brooklyn, NY 11204, USA",40.618311,-73.997597,8.41915358928266,904.1666666666666,,House
Brokered by Keller Williams Hudson Valley,Multi-family home for sale,680000,3,2.0,1535.0,664 Crescent St,"Brooklyn, NY 11208","664 Crescent StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Crescent Street,"664 Crescent St., Brooklyn, NY 11208, USA",40.6713695,-73.869277,5.356639681848111,442.99674267100977,Brooklyn,Multi-family
Brokered by Howard Hanna | Rand Realty,Condo for sale,200000,1,2.3738608579684373,637.0,1561 Unionport Rd Apt Td,"Bronx, NY 10462","1561 Unionport Rd Apt TdBronx, NY 10462",United States,New York,Bronx County,The Bronx,Unionport Road,"1561 Unionport Rd, Bronx, NY 10462, USA",40.8389649,-73.8613485,8.425844172097136,313.9717425431711,,Condo
Brokered by Century Homes Realty Group LLC,Co-op for sale,210000,2,1.0,1000.0,144-55 Melbourne Ave Unit 1H,"Flushing, NY 11367","144-55 Melbourne Ave Unit 1HFlushing, NY 11367",New York,Queens County,Queens,Flushing,144-55,"144-55 Melbourne Ave #1g, Flushing, NY 11367, USA",40.734848,-73.8232512,5.870793317483277,210.0,,Co-op
Brokered by Re/Max Edge,Townhouse for sale,525000,2,2.0,996.0,51 Anaconda St,"Staten Island, NY 10312","51 Anaconda StStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Anaconda Street,"51 Anaconda St, Staten Island, NY 10312, USA",40.546286,-74.195582,18.668600582022115,527.1084337349398,Staten Island,Townhouse
Brokered by Prime Realty,Multi-family home for sale,999000,5,3.0,2184.207862,7312 Avenue U,"Brooklyn, NY 11234","7312 Avenue UBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,Avenue U,"7312 Avenue U, Brooklyn, NY 11234, USA",40.6207744,-73.9055089,7.7472804762441845,457.37405188407837,Brooklyn,Multi-family
"Brokered by Neuhaus Realty, Inc.",Multi-family home for sale,1799000,3,1.0,5400.0,2401-2407 Richmond Rd Unit A,"Staten Island, NY 10306","2401-2407 Richmond Rd Unit AStaten Island, NY 10306",New York,Richmond County,Staten Island,New Dorp,2401,"2401 Richmond Rd #2407, Staten Island, NY 10306, USA",40.5767317,-74.1187369,14.33732394950624,333.14814814814815,Staten Island,Multi-family
"Brokered by Garfield, Leslie J. & Co., Inc.",Townhouse for sale,1900000,9,5.0,5000.0,2074 Fifth Ave,"New York, NY 10035","2074 Fifth AveNew York, NY 10035",United States,New York,New York County,New York,5th Avenue,"2074 5th Ave, New York, NY 10035, USA",40.8082842,-73.9412356,5.375984910183126,380.0,,Townhouse
Brokered by Sovereign Realty Of Ny Inc,House for sale,519000,3,2.0,1200.0,99-50 164th Ave,"Howard Beach, NY 11414","99-50 164th AveHoward Beach, NY 11414",United States,New York,Queens County,Queens,164th Avenue,"9950 164th Ave, Jamaica, NY 11414, USA",40.651735,-73.830298,7.741312777637082,432.5,,House
Brokered by Wonica REALTORS & Appraisers,House for sale,728900,4,1.0,960.0,305 S Greenleaf Ave,"Staten Island, NY 10314","305 S Greenleaf AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,South Greenleaf Avenue,"305 S Greenleaf Ave, Staten Island, NY 10314, USA",40.6163157,-74.1248333,12.691432449548362,759.2708333333334,,House
Brokered by Brown Harris Stevens Forest Hills LLC,Co-op for sale,549000,2,1.0,2184.207862,110-11 Queens Blvd Unit 6L,"Queens, NY 11375","110-11 Queens Blvd Unit 6LQueens, NY 11375",United States,New York,Queens County,Queens,Queens Boulevard,"110-11 Queens Blvd, Forest Hills, NY 11375, USA",40.7201292,-73.8398387,5.047783959427625,251.34970418854758,Brooklyn,Co-op
Brokered by EXIT REALTY FIRST CHOICE,Co-op for sale,299999,2,2.0,1300.0,1835 Corporal Kennedy St Apt 2F,"Bayside, NY 11360","1835 Corporal Kennedy St Apt 2FBayside, NY 11360",New York,Queens County,Queens,Bayside,18-35,"18-35 Corporal Kennedy St #2f, Bayside, NY 11360, USA",40.7808597,-73.7834998,8.667743792085432,230.76846153846154,,Co-op
Brokered by Corcoran Park Avenue South,Co-op for sale,1195000,2,2.0,2184.207862,25 W 13th St Apt 1ON,"New York, NY 10011","25 W 13th St Apt 1ONNew York, NY 10011",New York,New York County,New York,Manhattan,25,"25 W 13th St #1a, New York, NY 10011, USA",40.7361476,-73.9955368,3.1799180075497464,547.1091011025762,,Co-op
Brokered by Keller Williams NYC,Co-op for sale,200000,1,1.0,2184.207862,86-16 60th Ave Unit 2N,"Queens, NY 11373","86-16 60th Ave Unit 2NQueens, NY 11373",New York,Queens County,Queens,Elmhurst,8616,"8616 60th Ave Apt 2n, Elmhurst, NY 11373, USA",40.7304899,-73.8735933,3.22784863088319,91.56637675356924,,Co-op
Brokered by Ashford Homes LLC,Condo for sale,599000,2,2.0,1095.0,2818 W 17th St Apt 1B,"Brooklyn, NY 11224","2818 W 17th St Apt 1BBrooklyn, NY 11224",New York,Kings County,Brooklyn,Coney Island,2818,"2818 W 17th St #1b, Brooklyn, NY 11224, USA",40.5784256,-73.9853674,10.83835003622627,547.0319634703196,,Condo
